Permit_Number,Status,Street_Number,Pre_direction,Street_Name,Street_Suffix,Post_Direction,City,State,Zip_code,Work_Type,Use_Code,Added_Date,Issue_Date,Final_Date,Description,Application_Type,Location
323363,Completed,10021,,COUNSELMAN,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,11/1/2003,1/13/2004,2/18/2004,Cash Bond PS4-14625,DEMOLITION OR MOVE PERMIT,"10021 COUNSELMAN RD
POTOMAC, MD 20854
(39.020153, -77.206235)"
368502,Completed,3945,,GREENCASTLE,RD,,BURTONSVILLE,MD,20866,DEMOLISH,SINGLE FAMILY DWELLING,12/20/2004,3/16/2005,11/18/2005,Performance Bond - Tracking No.  20610,DEMOLITION OR MOVE PERMIT,"3945 GREENCASTLE RD
BURTONSVILLE, MD 20866
(39.081816, -76.930486)"
465949,Finaled,10111,,NORTON,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,9/18/2007,3/19/2008,3/4/2014,Demo to house and detached garage   cash bond PS8A37728,DEMOLITION OR MOVE PERMIT,"10111 NORTON RD
POTOMAC, MD 20854
(39.027053, -77.217695)"
543882,Completed,10025,,SINNOTT,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,7/16/2010,10/29/2010,3/1/2011,"DEMOLITION / REBUILD
BOND Tracking PS11A43545",DEMOLITION OR MOVE PERMIT,"10025 SINNOTT DR
BETHESDA, MD 20817
(39.021836, -77.127937)"
852489,Finaled,7359,,WISCONSIN,AVE,,BETHESDA,MD,20814,DEMOLISH,BUSINESS BUILDING,9/19/2018,3/19/2019,7/23/2019,DEMO - COMMERCIAL - MIXED USE,DEMOLITION OR MOVE PERMIT,"7359 WISCONSIN AVE
BETHESDA, MD 20814
(38.983478, -77.093712)"
717890,Completed,6016,,JOHNSON,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,6/24/2015,8/19/2015,1/8/2016,"DEMO/REBUILD

BOND TRACKING - PS16A97492",DEMOLITION OR MOVE PERMIT,"6016 JOHNSON AVE
BETHESDA, MD 20817
(39.004668, -77.123049)"
469861,Completed,5117,,FAIRGLEN,LN,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,10/31/2007,11/23/2007,7/12/2019,"Demo only
Cash Bond PS8A38072",DEMOLITION OR MOVE PERMIT,"5117 FAIRGLEN LN
CHEVY CHASE, MD 20815
(38.976701, -77.102745)"
390251,Finaled,6522,,77TH,ST,,CABIN JOHN,MD,20818,DEMOLISH,SINGLE FAMILY DWELLING,7/11/2005,9/26/2005,10/27/2005,Demo/Rebuild,DEMOLITION OR MOVE PERMIT,"6522 77TH ST
CABIN JOHN, MD 20818
(38.975628, -77.158399)"
755636,Open,13200,,CARRIAGE,CT,,ROCKVILLE,MD,20850,DEMOLISH,SWIMMING POOL - ABOVE GROUND,5/13/2016,,,DEMO INGROUND POOL - (No intention to Rebuild),DEMOLITION OR MOVE PERMIT,"13200 CARRIAGE CT
ROCKVILLE, MD 20850
(39.071855, -77.187012)"
355848,Issued,5810,,BEECH,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,8/23/2004,11/22/2004,,,DEMOLITION OR MOVE PERMIT,"5810 BEECH AVE
BETHESDA, MD 20817
(39.007554, -77.117928)"
234986,Issued,11901,,CLARIDGE,RD,,SILVER SPRING,MD,20902,DEMOLISH,COMMERCIAL MISCELLANEOUS STRUC,11/15/2000,3/13/2001,,,DEMOLITION OR MOVE PERMIT,"11901 CLARIDGE RD
SILVER SPRING, MD 20902
(39.05001, -77.067746)"
564873,Open,314,S,FREDERICK,AVE,,GAITHERSBURG,MD,20877,DEMOLISH,EDUCATIONAL BUILDING,4/4/2011,,,Demolition/rebuild of Gaithersburg High School,DEMOLITION OR MOVE PERMIT,"314 FREDERICK S AVE
GAITHERSBURG, MD 20877
(39.137541, -77.193851)"
300546,Finaled,5409,,TUSCARAWAS,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,3/20/2003,6/24/2003,7/11/2003,,DEMOLITION OR MOVE PERMIT,"5409 TUSCARAWAS RD
BETHESDA, MD 20816
(38.962648, -77.124647)"
457446,Finaled,4517,,WINDSOR,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,6/21/2007,10/10/2007,10/24/2008,demo/rebuild,DEMOLITION OR MOVE PERMIT,"4517 WINDSOR LN
BETHESDA, MD 20814
(38.99541, -77.090093)"
375827,Completed,4601,,FAIRFIELD,DR,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,3/8/2005,3/28/2005,1/10/2006,PS521897,DEMOLITION OR MOVE PERMIT,"4601 FAIRFIELD DR
BETHESDA, MD 20814
(38.995931, -77.093154)"
503512,Completed,13501,,LAYHILL,RD,,SILVER SPRING,MD,20906,DEMOLISH,ASSEMBLY BUILDING,1/13/2009,2/19/2009,12/11/2009,Demolish Country Club's Clubhouse & adjacent structures,DEMOLITION OR MOVE PERMIT,"13501 LAYHILL RD
SILVER SPRING, MD 20906
(39.077421, -77.046082)"
904230,Open,15809,,ANCIENT OAK,DR,,GAITHERSBURG,MD,20878,DEMOLISH,STORAGE BUILDING,2/4/2020,,,,DEMOLITION OR MOVE PERMIT,"15809 ANCIENT OAK DR
GAITHERSBURG, MD 20878
(39.116075, -77.270489)"
959377,Completed,5315,,WAPAKONETA,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,7/11/2021,11/4/2021,12/3/2021,,DEMOLITION OR MOVE PERMIT,"5315 WAPAKONETA RD
BETHESDA, MD 20816
(38.961682, -77.122734)"
890431,Completed,9501,,MICHAELS,CT,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,9/20/2019,12/2/2019,2/24/2020,,DEMOLITION OR MOVE PERMIT,"9501 MICHAELS CT
BETHESDA, MD 20817
(39.010688, -77.135811)"
419627,Finaled,4221,,EVERETT,ST,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,5/2/2006,5/25/2006,6/23/2006,Demolition/rebuild-PS6A31341,DEMOLITION OR MOVE PERMIT,"4221 EVERETT ST
KENSINGTON, MD 20895
(39.020497, -77.084399)"
442284,Finaled,5809,,WILMETT,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,1/5/2007,2/27/2007,3/19/2007,Demolition/Rebuild-Cash Bond-PS7A36539,DEMOLITION OR MOVE PERMIT,"5809 WILMETT RD
BETHESDA, MD 20817
(39.009109, -77.11738)"
506020,Finaled,5706,,KINGSWOOD,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,2/27/2009,4/20/2009,10/14/2009,"Demolition  PS9A40630 CASH BOND
Released 11/27/09",DEMOLITION OR MOVE PERMIT,"5706 KINGSWOOD RD
BETHESDA, MD 20814
(39.017877, -77.11425)"
524396,Finaled,18149,,TOWN CENTER,DR,,OLNEY,MD,20832,DEMOLISH,MERCANTILE BUILDING,10/28/2009,3/23/2010,12/15/2010,demolition to include 18149 through 18169 Town Center Drive,DEMOLITION OR MOVE PERMIT,"18149 TOWN CENTER DR
OLNEY, MD 20832
(39.151799, -77.061987)"
406572,Completed,17801,,NEW HAMPSHIRE,AVE,,ASHTON,MD,20861,DEMOLISH,SINGLE FAMILY DWELLING,12/14/2005,1/4/2006,12/26/2006,,DEMOLITION OR MOVE PERMIT,"17801 NEW HAMPSHIRE AVE
ASHTON, MD 20861
(39.14779, -77.010927)"
845228,Finaled,9317,,ADELAIDE,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,7/18/2018,7/30/2018,8/7/2018,DEMOLISH EXISTING TO REBUILD SFD,DEMOLITION OR MOVE PERMIT,"9317 ADELAIDE DR
BETHESDA, MD 20817
(39.009332, -77.125141)"
734303,Completed,11525,,FRONT FIELD,LN,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,10/29/2015,12/2/2015,12/23/2016,"DEMO/REBUILD within a year..

PS16A102032&nbsp; Permit Extension 12/16/2016",DEMOLITION OR MOVE PERMIT,"11525 FRONT FIELD LN
POTOMAC, MD 20854
(39.045348, -77.23275)"
525796,Finaled,26025,,PRESCOTT,RD,,CLARKSBURG,MD,20871,DEMOLISH,SINGLE FAMILY DWELLING,11/17/2009,4/29/2010,8/6/2010,DEMO- SFD ONLY,DEMOLITION OR MOVE PERMIT,"26025 PRESCOTT RD
CLARKSBURG, MD 20871
(39.2829, -77.287496)"
414347,Completed,10541,,CONNECTICUT,AVE,,KENSINGTON,MD,20895,DEMOLISH,MERCANTILE BUILDING,3/10/2006,8/29/2006,2/16/2018,Demolition/Rebuild (old Safeway site located at 3838 Howard Avenue),DEMOLITION OR MOVE PERMIT,"10541 CONNECTICUT AVE
KENSINGTON, MD 20895
(39.0283, -77.076252)"
703334,Finaled,3916,,WASHINGTON,ST,,KENSINGTON,MD,20895,DEMOLISH,SHED,2/12/2015,4/8/2015,5/4/2016,DEMO SHED and Haul it away Only,DEMOLITION OR MOVE PERMIT,"3916 WASHINGTON ST
KENSINGTON, MD 20895
(39.022765, -77.077626)"
293957,Completed,6302,,WALHONDING,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,12/9/2002,1/10/2003,4/25/2003,CASH BOND:  PS3A11061,DEMOLITION OR MOVE PERMIT,"6302 WALHONDING RD
BETHESDA, MD 20816
(38.96332, -77.128693)"
861575,Completed,19290,,MONTGOMERY VILLAGE,AVE,,MONTGOMERY VILLAGE,MD,20886,DEMOLISH,RESTAURANT,12/20/2018,9/23/2019,1/13/2020,Complete demolition of pad restaurant building.,DEMOLITION OR MOVE PERMIT,"19290 MONTGOMERY VILLAGE AVE
MONTGOMERY VILLAGE, MD 20886
(39.171879, -77.203857)"
542160,Completed,6003,,HENNING,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,6/29/2010,9/17/2010,10/25/2010,"DEMOLITION/REBUILD
Cash Bond PS10A43277",DEMOLITION OR MOVE PERMIT,"6003 HENNING ST
BETHESDA, MD 20817
(39.00419, -77.121181)"
334219,Completed,8802,,MONTGOMERY,AVE,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,2/26/2004,9/9/2004,7/3/2019,"CASH BOND PS4A15956 
(4/19/10 CORRECT BT# TO USE IN FAMIS IS PS3A15956...HSMITH)",DEMOLITION OR MOVE PERMIT,"8802 MONTGOMERY AVE
CHEVY CHASE, MD 20815
(38.999874, -77.072688)"
650009,Completed,6604,,SELKIRK,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,9/27/2013,1/9/2014,2/21/2014,,DEMOLITION OR MOVE PERMIT,"6604 SELKIRK DR
BETHESDA, MD 20817
(38.976896, -77.135393)"
801275,Finaled,7101,,LONGWOOD,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,6/1/2017,8/22/2017,10/10/2017,"demolition of existing home, corresponding right-of-way 357582 and building 797656",DEMOLITION OR MOVE PERMIT,"7101 LONGWOOD DR
BETHESDA, MD 20817
(39.010575, -77.145461)"
792794,Completed,10518,,EWELL,AVE,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,3/16/2017,5/25/2017,8/31/2017,DEMO/REBUILD,DEMOLITION OR MOVE PERMIT,"10518 EWELL AVE
KENSINGTON, MD 20895
(39.029176, -77.084103)"
562703,Issued,2831,,SPENCERVILLE,RD,,BURTONSVILLE,MD,20866,DEMOLISH,SINGLE FAMILY DWELLING,3/9/2011,6/2/2011,,DEMO,DEMOLITION OR MOVE PERMIT,"2831 SPENCERVILLE RD
BURTONSVILLE, MD 20866
(39.111712, -76.95326)"
434300,Completed,4914,,DORSET,AVE,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,9/26/2006,1/2/2007,3/6/2007,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"4914 DORSET AVE
CHEVY CHASE, MD 20815
(38.968479, -77.099487)"
776053,Finaled,8210,,THOREAU,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,10/11/2016,10/24/2016,10/24/2016,REBUILD,DEMOLITION OR MOVE PERMIT,"8210 THOREAU DR
BETHESDA, MD 20817
(38.991794, -77.131597)"
663914,Completed,1789,,GLENALLAN,AVE,,SILVER SPRING,MD,20902,DEMOLISH,SINGLE FAMILY DWELLING,2/21/2014,2/21/2014,9/17/2015,"DEMO (will be demolish when New Home is final) (Original permit #543639 expired)

&nbsp;",DEMOLITION OR MOVE PERMIT,"1789 GLENALLAN AVE
SILVER SPRING, MD 20902
(39.059591, -77.038459)"
639169,Completed,12601,,THREE SISTERS,RD,,ROCKVILLE,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,6/19/2013,7/9/2013,9/23/2013,"Demo Only

bond tracking PS14A64073",DEMOLITION OR MOVE PERMIT,"12601 THREE SISTERS RD
ROCKVILLE, MD 20854
(39.062046, -77.253022)"
868612,Completed,5204,,KENWOOD,AVE,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,3/11/2019,5/3/2019,8/5/2020,,DEMOLITION OR MOVE PERMIT,"5204 KENWOOD AVE
CHEVY CHASE, MD 20815
(38.970587, -77.103253)"
354730,Finaled,9930,,FLEMING,AVE,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,8/11/2004,11/23/2004,12/7/2004,ps520191,DEMOLITION OR MOVE PERMIT,"9930 FLEMING AVE
BETHESDA, MD 20814
(39.01948, -77.111802)"
497319,Finaled,9000,,BURNING TREE,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,10/6/2008,11/5/2008,7/8/2015,Demolition only-PS9A40006,DEMOLITION OR MOVE PERMIT,"9000 BURNING TREE RD
BETHESDA, MD 20817
(39.004271, -77.137049)"
391636,Finaled,8025,,13TH,ST,,SILVER SPRING,MD,20910,DEMOLISH,BUSINESS BUILDING,7/22/2005,8/29/2005,10/18/2005,Silver Spring Green Tape,DEMOLITION OR MOVE PERMIT,"8025 13TH ST
SILVER SPRING, MD 20910
(38.987253, -77.028089)"
842716,Open,,,,,,,,,DEMOLISH,BUSINESS BUILDING,6/26/2018,,,DEMO OF 8 BUILDINGS 6 TO GRADE OTHER 2 COMPLETE DEMO,DEMOLITION OR MOVE PERMIT,
397577,Completed,1801,,CULLEN,DR,,SILVER SPRING,MD,20905,DEMOLISH,SINGLE FAMILY DWELLING,9/14/2005,7/17/2006,12/4/2006,,DEMOLITION OR MOVE PERMIT,"1801 CULLEN DR
SILVER SPRING, MD 20905
(39.093711, -76.975579)"
877846,Completed,6415,,LONE OAK,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,6/4/2019,8/7/2019,9/12/2019,demo to rebuild,DEMOLITION OR MOVE PERMIT,"6415 LONE OAK DR
BETHESDA, MD 20817
(39.020626, -77.130654)"
924939,Completed,9220,,SEVEN LOCKS,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,8/27/2020,1/12/2021,11/15/2021,Materials may not be placed within the R.O.W. without a permit. Must use existing driveway entrance ONLY.,DEMOLITION OR MOVE PERMIT,"9220 SEVEN LOCKS RD
BETHESDA, MD 20817
(39.007457, -77.159702)"
480454,Open,5100,,BRADLEY,BLVD,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,3/19/2008,,,Demo/Rebuild,DEMOLITION OR MOVE PERMIT,"5100 BRADLEY BLVD
CHEVY CHASE, MD 20815
(38.977455, -77.102404)"
360393,Completed,9915,,LOGAN,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,10/4/2004,12/27/2004,2/17/2005,,DEMOLITION OR MOVE PERMIT,"9915 LOGAN DR
POTOMAC, MD 20854
(39.008228, -77.204496)"
711047,Completed,5204,,DORSET,AVE,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,4/30/2015,2/23/2016,2/27/2017,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"5204 DORSET AVE
CHEVY CHASE, MD 20815
(38.968973, -77.103586)"
619703,Completed,6407,,DAHLONEGA,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,12/4/2012,5/10/2013,7/31/2014,"DEMO/REBUILD

BOND TRACKING PS13A61731",DEMOLITION OR MOVE PERMIT,"6407 DAHLONEGA RD
BETHESDA, MD 20816
(38.965935986, -77.129908994)"
682331,Finaled,3513,,RAYMOND,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,7/30/2014,10/9/2014,2/13/2015,DEMO&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; BOND PS15A84390,DEMOLITION OR MOVE PERMIT,"3513 RAYMOND ST
CHEVY CHASE, MD 20815
(38.977102, -77.069757)"
268945,Finaled,4709,,ROSEDALE,AVE,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,2/6/2002,3/19/2002,5/20/2002,,DEMOLITION OR MOVE PERMIT,"4709 ROSEDALE AVE
BETHESDA, MD 20814
(38.992729, -77.094817)"
642301,Finaled,7016,,ARANDALE,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,7/17/2013,8/27/2013,9/25/2013,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"7016 ARANDALE RD
BETHESDA, MD 20817
(38.976591, -77.14519)"
352001,Completed,9908,,NEWHALL,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,7/16/2004,7/30/2004,9/28/2004,CASH BOND TRACKING #PS5A18168,DEMOLITION OR MOVE PERMIT,"9908 NEWHALL RD
POTOMAC, MD 20854
(39.009754, -77.204732)"
285295,Issued,26005,,PRESCOTT,RD,,CLARKSBURG,MD,20871,DEMOLISH,SINGLE FAMILY DWELLING,8/15/2002,12/18/2002,,,DEMOLITION OR MOVE PERMIT,"26005 PRESCOTT RD
CLARKSBURG, MD 20871
(39.282768, -77.291271)"
511303,Completed,4913,,HAMPDEN,LN,,BETHESDA,MD,20814,DEMOLISH,BUSINESS BUILDING,5/12/2009,6/11/2010,6/5/2018,Demolition/Rebuild,DEMOLITION OR MOVE PERMIT,"4913 HAMPDEN LN
BETHESDA, MD 20814
(38.982688, -77.097183)"
825709,Finaled,7507,,NEWMARKET,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,1/22/2018,3/23/2018,4/26/2018,7507 Newmarket Dr will be demolished and replaced with a new home.,DEMOLITION OR MOVE PERMIT,"7507 NEWMARKET DR
BETHESDA, MD 20817
(38.984582, -77.1253)"
316257,Completed,8407,,HARKER,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,8/20/2003,1/13/2004,9/26/2011,CASH BOND TRACKING #PS4A15113,DEMOLITION OR MOVE PERMIT,"8407 HARKER DR
POTOMAC, MD 20854
(39.045851, -77.174503)"
798407,Completed,10414,,PARKWOOD,DR,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,5/5/2017,7/13/2017,8/11/2017,DEMO/REBUILD,DEMOLITION OR MOVE PERMIT,"10414 PARKWOOD DR
KENSINGTON, MD 20895
(39.02823, -77.087304)"
297402,Finaled,4920,,RANDOLPH,RD,,ROCKVILLE,MD,20852,DEMOLISH,SINGLE FAMILY DWELLING,2/3/2003,6/24/2003,8/26/2003,,DEMOLITION OR MOVE PERMIT,"4920 RANDOLPH RD
ROCKVILLE, MD 20852
(39.053771, -77.098908)"
555687,Completed,8615,,RAYBURN,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,11/30/2010,1/24/2011,7/25/2011,"DEMO / REBUILD
BOND TRACKING # PS11A43984",DEMOLITION OR MOVE PERMIT,"8615 RAYBURN RD
BETHESDA, MD 20817
(38.997697, -77.120893)"
674971,Completed,5815,,GREENTREE,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,6/2/2014,5/15/2015,11/4/2015,,DEMOLITION OR MOVE PERMIT,"5815 GREENTREE RD
BETHESDA, MD 20817
(39.001253, -77.117596)"
367802,Completed,4608,,FAIRFIELD,DR,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,12/13/2004,3/31/2005,5/17/2005,,DEMOLITION OR MOVE PERMIT,"4608 FAIRFIELD DR
BETHESDA, MD 20814
(38.995928, -77.093401)"
405343,Finaled,7904,,GLENBROOK,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,11/30/2005,3/14/2006,6/8/2006,demolition and rebuilt ap405925,DEMOLITION OR MOVE PERMIT,"7904 GLENBROOK RD
BETHESDA, MD 20814
(38.988781, -77.103519)"
316495,Finaled,4713,,MILLER,AVE,,BETHESDA,MD,20814,DEMOLISH,BUSINESS BUILDING,8/22/2003,10/17/2003,9/22/2008,CASH BOND PS4A14398,DEMOLITION OR MOVE PERMIT,"4713 MILLER AVE
BETHESDA, MD 20814
(38.980595, -77.092704)"
988252,Open,3225,,SPARTAN,RD,,OLNEY,MD,20832,DEMOLISH,BUSINESS BUILDING,3/29/2022,,,,DEMOLITION OR MOVE PERMIT,"3225 SPARTAN RD
OLNEY, MD 20832
(39.150104, -77.06275)"
260126,Completed,10131,,COUNSELMAN,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,10/4/2001,11/14/2001,2/13/2002,BOND TRACKING # PS2A8214,DEMOLITION OR MOVE PERMIT,"10131 COUNSELMAN RD
POTOMAC, MD 20854
(39.022473, -77.20339)"
452008,Finaled,6000,,LANDON,LN,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,4/30/2007,6/11/2007,7/24/2007,Rebuild (Bond #PS7A37112),DEMOLITION OR MOVE PERMIT,"6000 LANDON LN
BETHESDA, MD 20817
(38.987067, -77.121116)"
462666,Completed,10119,,PARKWOOD,DR,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,8/10/2007,9/6/2007,3/24/2008,demolition/rebuild - Bond #PS8A37653,DEMOLITION OR MOVE PERMIT,"10119 PARKWOOD DR
BETHESDA, MD 20814
(39.02317, -77.095881)"
452705,Issued,4226,,SILVERWOOD,LN,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,5/7/2007,7/7/2011,,"demo only no sediment control needed
PS12A45124",DEMOLITION OR MOVE PERMIT,"4226 SILVERWOOD LN
BETHESDA, MD 20816
(38.945076, -77.119913)"
463893,Completed,5316,,WAPAKONETA,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,8/23/2007,9/27/2007,10/8/2007,DEMOLITION (Demolition/Rebuild),DEMOLITION OR MOVE PERMIT,"5316 WAPAKONETA RD
BETHESDA, MD 20816
(38.961383, -77.122786)"
474774,Open,11608,,MAPLEVIEW,DR,,SILVER SPRING,MD,20902,DEMOLISH,SINGLE FAMILY DWELLING,12/27/2007,,,Demo/Rebuild,DEMOLITION OR MOVE PERMIT,"11608 MAPLEVIEW DR
SILVER SPRING, MD 20902
(39.046993, -77.074832)"
223936,Finaled,7204,,RIDGEWOOD,AVE,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,7/13/2000,10/11/2000,11/27/2000,,DEMOLITION OR MOVE PERMIT,"7204 RIDGEWOOD AVE
CHEVY CHASE, MD 20815
(38.982293, -77.083246)"
940714,Completed,4818,,LELAND,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,2/1/2021,5/24/2021,1/4/2022,,DEMOLITION OR MOVE PERMIT,"4818 LELAND ST
CHEVY CHASE, MD 20815
(38.979553016, -77.095331967)"
810218,Completed,10208,,TYBURN,TER,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,8/15/2017,12/1/2017,1/11/2018,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"10208 TYBURN TER
BETHESDA, MD 20814
(39.02388, -77.12015)"
377629,Completed,14029,,TRAVILAH,RD,,ROCKVILLE,MD,20850,DEMOLISH,SINGLE FAMILY DWELLING,3/24/2005,4/15/2008,4/18/2008,,DEMOLITION OR MOVE PERMIT,"14029 TRAVILAH RD
ROCKVILLE, MD 20850
(39.084673, -77.226611)"
362026,Completed,5500,,LAMBETH,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,10/15/2004,12/14/2004,2/15/2005,,DEMOLITION OR MOVE PERMIT,"5500 LAMBETH RD
BETHESDA, MD 20814
(38.991056, -77.110963)"
307197,Finaled,1621,,BONIFANT,RD,,SILVER SPRING,MD,20906,DEMOLISH,SINGLE FAMILY DWELLING,5/28/2003,7/7/2003,10/22/2003,PERFORMANCE BOND TRACKING # 11855,DEMOLITION OR MOVE PERMIT,"1621 BONIFANT RD
SILVER SPRING, MD 20906
(39.093553, -77.038382)"
445001,Completed,11307,,LUXMANOR,RD,,ROCKVILLE,MD,20852,DEMOLISH,SINGLE FAMILY DWELLING,2/9/2007,2/23/2007,4/25/2007,demolition/rebuild  Cash Bond PS7A36513,DEMOLITION OR MOVE PERMIT,"11307 LUXMANOR RD
ROCKVILLE, MD 20852
(39.041362, -77.124382)"
291760,Finaled,11131,,GEORGIA,AVE,,SILVER SPRING,MD,20902,DEMOLISH,BUSINESS BUILDING,11/6/2002,3/27/2003,12/1/2004,TUESDAY MORNING SITE,DEMOLITION OR MOVE PERMIT,"11131 GEORGIA AVE
SILVER SPRING, MD 20902
(39.036844, -77.050077)"
622582,Issued,3121,,AUTOMOBILE,BLVD,,SILVER SPRING,MD,20904,DEMOLISH,BUSINESS BUILDING,1/7/2013,2/27/2013,,DEMOLISH EXISTING BUILDING,DEMOLITION OR MOVE PERMIT,"3121 AUTOMOBILE BLVD
SILVER SPRING, MD 20904
(39.078239, -76.948719)"
400542,Finaled,1,,STEVEN SITTER,AVE,,SILVER SPRING,MD,20901,MOVE,SINGLE FAMILY DWELLING,10/12/2005,12/12/2005,2/5/2008,This house has sat empty for several years.  There are no utility connections.  The property (32 acres w/multiple buildings)  and house was owned by the Federal Government and is now privately owned. *Historic Area Work Permit #375455* applies to this permit.,DEMOLITION OR MOVE PERMIT,"1 STEVEN SITTER AVE
SILVER SPRING, MD 20901"
662999,Completed,11916,,MAPLE,AVE,,ROCKVILLE,MD,20852,DEMOLISH,BUSINESS BUILDING,2/11/2014,4/7/2014,10/15/2014,Demo Comm. Building,DEMOLITION OR MOVE PERMIT,"11916 MAPLE AVE
ROCKVILLE, MD 20852
(39.052452, -77.113225)"
535594,Finaled,1110,,SPRING,ST,,SILVER SPRING,MD,20910,DEMOLISH,BUSINESS BUILDING,4/20/2010,9/10/2010,10/18/2010,Demolition-Performance Bond-Tracking No. 42763,DEMOLITION OR MOVE PERMIT,"1110 SPRING ST
SILVER SPRING, MD 20910
(38.999913, -77.028562)"
655175,Finaled,9711,,MONTAUK,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,11/15/2013,2/26/2014,4/23/2014,,DEMOLITION OR MOVE PERMIT,"9711 MONTAUK AVE
BETHESDA, MD 20817
(39.015637, -77.129667)"
396903,Completed,5122,,WAUKESHA,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,9/8/2005,12/16/2005,8/28/2006,DEMOLITION OF SINGLE FAMILY DWELLING,DEMOLITION OR MOVE PERMIT,"5122 WAUKESHA RD
BETHESDA, MD 20816
(38.95769, -77.125899)"
